id,latitude,longitude,year,month,day,minute,weekday
59777fe0cb17471ac0566b13,-23.5596167,-46.7259083,2017,7,25,54,1
59777fe0cb17471ac0566b17,-23.5597867,-46.72577,2017,7,25,55,1
59777fe0cb17471ac0566b19,-23.5599467,-46.7255617,2017,7,25,55,1
59777fe0cb17471ac0566b1c,-23.5599883,-46.725175,2017,7,25,56,1
59777fe0cb17471ac0566b1f,-23.559985,-46.7247,2017,7,25,56,1
59777fe0cb17471ac0566b22,-23.5600367,-46.7242583,2017,7,25,57,1
59777fe0cb17471ac0566b25,-23.5600667,-46.723875,2017,7,25,57,1
59777fe0cb17471ac0566b28,-23.5600383,-46.7235433,2017,7,25,58,1
59777fe0cb17471ac0566b2b,-23.5601733,-46.7231967,2017,7,25,58,1
59777fe0cb17471ac0566b2e,-23.560485,-46.7230633,2017,7,25,59,1
59777fe0cb17471ac0566b32,-23.5607533,-46.7231367,2017,7,25,59,1
59777fe0cb17471ac0566b34,-23.5610583,-46.7230083,2017,7,25,0,1
59777fe0cb17471ac0566b37,-23.5613567,-46.7228283,2017,7,25,0,1
59777fe0cb17471ac0566b3a,-23.5616017,-46.722575,2017,7,25,1,1
59777fe0cb17471ac0566b3d,-23.5619517,-46.7223067,2017,7,25,1,1
59777fe0cb17471ac0566b40,-23.5620483,-46.7218883,2017,7,25,2,1
59777fe0cb17471ac0566b43,-23.56225,-46.72175,2017,7,25,2,1
59777fe0cb17471ac0566b46,-23.5621633,-46.721715,2017,7,25,3,1
59777fe0cb17471ac0566b49,-23.5623365,-46.7219101,2017,7,25,4,1
59777fe0cb17471ac0566b4d,-23.5623438,-46.721926,2017,7,25,4,1
59777fe0cb17471ac0566b4f,-23.562343,-46.7219289,2017,7,25,5,1
59777fe0cb17471ac0566b53,-23.5623365,-46.7219101,2017,7,25,5,1
59777fe0cb17471ac0566b55,-23.5623384,-46.7219036,2017,7,25,6,1
59777fe0cb17471ac0566b57,-23.5623305,-46.7219195,2017,7,25,6,1
59777fe0cb17471ac0566b5b,-23.5623384,-46.7219036,2017,7,25,7,1
5977bcbecb17471ac0569e20,-23.562578,-46.7244478,2017,7,25,4,1
5977bcbecb17471ac0569e1d,-23.562578,-46.7244478,2017,7,25,4,1
5977bcbecb17471ac0569e30,-23.5723711,-46.7049393,2017,7,25,23,1
5977bcbecb17471ac0569e34,-23.572372,-46.7046184,2017,7,25,24,1
5977bcbecb17471ac0569e38,-23.5722433,-46.7014333,2017,7,25,24,1
5977bcbecb17471ac0569e3a,-23.5718833,-46.6981167,2017,7,25,25,1
5977bcbecb17471ac0569e3c,-23.5716883,-46.6965217,2017,7,25,25,1
5977bcbecb17471ac0569e3e,-23.5715683,-46.6952267,2017,7,25,26,1
5977bcbecb17471ac0569e40,-23.571265,-46.6927383,2017,7,25,26,1
5977bcbecb17471ac0569e42,-23.5710067,-46.6913033,2017,7,25,27,1
5977bcbecb17471ac0569e44,-23.5709417,-46.6907833,2017,7,25,27,1
5977bcbecb17471ac0569e47,-23.5699083,-46.6889017,2017,7,25,28,1
5977bcbecb17471ac0569e49,-23.5686978,-46.6865403,2017,7,25,28,1
5977bcbecb17471ac0569e4d,-23.568145,-46.685185,2017,7,25,29,1
5977bcbecb17471ac0569e4f,-23.5676789,-46.6846159,2017,7,25,29,1
5977bcbecb17471ac0569e53,-23.5674573,-46.6839745,2017,7,25,30,1
5977bcbecb17471ac0569e55,-23.565955,-46.6810433,2017,7,25,30,1
5977bcbecb17471ac0569e57,-23.5654017,-46.6802133,2017,7,25,31,1
5977bcbecb17471ac0569e59,-23.56476,-46.678985,2017,7,25,31,1
5977bcbecb17471ac0569e5c,-23.56432,-46.67817,2017,7,25,32,1
5977bcbecb17471ac0569e5e,-23.5640423,-46.6786733,2017,7,25,33,1
5977bcbecb17471ac0569e60,-23.563315,-46.6762033,2017,7,25,33,1
5977bcbecb17471ac0569e64,-23.5617867,-46.6741467,2017,7,25,34,1
5977bcbecb17471ac0569e66,-23.5617812,-46.6740706,2017,7,25,34,1
5977bcbecb17471ac0569e68,-23.5618017,-46.6741417,2017,7,25,34,1
5977bcbecb17471ac0569e6b,-23.5614199,-46.6736179,2017,7,25,35,1
5977bcbecb17471ac0569e6d,-23.560495,-46.672145,2017,7,25,35,1
5977bcbecb17471ac0569e70,-23.5593,-46.6701233,2017,7,25,36,1
5977bcbecb17471ac0569e73,-23.5582783,-46.6683683,2017,7,25,36,1
5977bcbecb17471ac0569e76,-23.5582767,-46.668365,2017,7,25,37,1
5977bcbecb17471ac0569e78,-23.55823,-46.6682183,2017,7,25,37,1
5977bcbecb17471ac0569e7b,-23.5580733,-46.668065,2017,7,25,38,1
5977bcbecb17471ac0569e7e,-23.55782,-46.6678183,2017,7,25,38,1
5977bcbecb17471ac0569e81,-23.5577567,-46.667765,2017,7,25,39,1
5977bcbecb17471ac0569e83,-23.5575167,-46.667395,2017,7,25,39,1
5977bcbecb17471ac0569e88,-23.5569717,-46.6666367,2017,7,25,40,1
5977bcbecb17471ac0569e8a,-23.556735,-46.6654783,2017,7,25,40,1
5977bcbecb17471ac0569e8d,-23.55618,-46.6636117,2017,7,25,41,1
5977bcbecb17471ac0569e8f,-23.5558033,-46.66313,2017,7,25,41,1
5977bcbecb17471ac0569e91,-23.555775,-46.6629933,2017,7,25,42,1
5977bcbecb17471ac0569e93,-23.55562,-46.6627517,2017,7,25,42,1
5977bcbecb17471ac0569e95,-23.5556176,-46.6624338,2017,7,25,43,1
5977bcbecb17471ac0569e97,-23.5556241,-46.6624527,2017,7,25,44,1
5977bcbecb17471ac0569e9b,-23.5556002,-46.6624658,2017,7,25,44,1
5977bcbecb17471ac0569e9d,-23.5556176,-46.6624338,2017,7,25,45,1
5977bcbecb17471ac0569e9f,-23.5556115,-46.6624432,2017,7,25,45,1
5977bcbecb17471ac0569ea1,-23.5555868,-46.6624527,2017,7,25,46,1
5977bcbecb17471ac0569ea5,-23.5555934,-46.6624715,2017,7,25,46,1
5977bcbecb17471ac0569ea7,-23.5555934,-46.6624715,2017,7,25,47,1
5977cce8cb17471ac056bea6,-23.557838,-46.6679689,2017,7,25,13,1
5977cce8cb17471ac056bea9,-23.557838,-46.6679689,2017,7,25,13,1
5977cce8cb17471ac056beaa,-23.5576083,-46.6609883,2017,7,25,14,1
5977cce8cb17471ac056beac,-23.5575517,-46.660975,2017,7,25,14,1
5977cce8cb17471ac056beae,-23.5577483,-46.660785,2017,7,25,15,1
5977cce8cb17471ac056beb0,-23.5581233,-46.6605167,2017,7,25,15,1
5977cce8cb17471ac056beb2,-23.5586933,-46.6606367,2017,7,25,16,1
5977cce8cb17471ac056beb4,-23.5588217,-46.6604667,2017,7,25,16,1
5977cce8cb17471ac056beb6,-23.5586067,-46.6602133,2017,7,25,17,1
5977cce8cb17471ac056beb8,-23.5589533,-46.6600717,2017,7,25,17,1
5977cce8cb17471ac056beba,-23.5593733,-46.659975,2017,7,25,18,1
5977cce8cb17471ac056bebc,-23.5594883,-46.6596317,2017,7,25,18,1
5977cce8cb17471ac056bebe,-23.5595,-46.6593667,2017,7,25,19,1
5977cce8cb17471ac056bec0,-23.55965,-46.6591033,2017,7,25,19,1
5977cce8cb17471ac056bec2,-23.5596283,-46.6587383,2017,7,25,20,1
5977cce8cb17471ac056bec4,-23.5599417,-46.65855,2017,7,25,20,1
5977cce8cb17471ac056bec6,-23.560125,-46.6582467,2017,7,25,21,1
5977cce8cb17471ac056beca,-23.5602533,-46.6579367,2017,7,25,21,1
5977cce8cb17471ac056becc,-23.560287,-46.6576818,2017,7,25,21,1
5977cce8cb17471ac056bece,-23.5601817,-46.6578967,2017,7,25,22,1
5977cce8cb17471ac056bed0,-23.5602233,-46.657945,2017,7,25,22,1
5977cce8cb17471ac056bed2,-23.56059,-46.6577583,2017,7,25,23,1
5977cce8cb17471ac056bed4,-23.5608483,-46.6575183,2017,7,25,23,1
5977cce8cb17471ac056bed6,-23.560474,-46.6573612,2017,7,25,24,1
5977cce8cb17471ac056bed9,-23.5610167,-46.6569867,2017,7,25,24,1
5977cce8cb17471ac056bedb,-23.5610433,-46.65659,2017,7,25,25,1
5977cce8cb17471ac056bedd,-23.5614183,-46.6565717,2017,7,25,25,1
5977cce8cb17471ac056bedf,-23.5615217,-46.656375,2017,7,25,26,1
5977cce8cb17471ac056bee1,-23.5617633,-46.6561517,2017,7,25,26,1
5977cce8cb17471ac056bee3,-23.5616854,-46.6559376,2017,7,25,27,1
5977cce8cb17471ac056bee5,-23.5618033,-46.6561117,2017,7,25,27,1
5977cce8cb17471ac056bee7,-23.5616854,-46.6559376,2017,7,25,28,1
5977cce8cb17471ac056beea,-23.56175,-46.656165,2017,7,25,28,1
5977cce8cb17471ac056beec,-23.5617367,-46.65618,2017,7,25,29,1
5977cce8cb17471ac056beee,-23.5617367,-46.65618,2017,7,25,29,1
5977cce8cb17471ac056bef0,-23.5617367,-46.65618,2017,7,25,30,1
5977cce8cb17471ac056bef7,-23.562679,-46.6548534,2017,7,25,33,1
5977cce8cb17471ac056bef4,-23.562679,-46.6548534,2017,7,25,33,1
5977cce8cb17471ac056befa,-23.5633233,-46.6547567,2017,7,25,34,1
5977cce8cb17471ac056befd,-23.5633767,-46.6544567,2017,7,25,34,1
5977cce8cb17471ac056bf00,-23.56333,-46.6540117,2017,7,25,35,1
5977cce8cb17471ac056bf03,-23.5635967,-46.6539217,2017,7,25,35,1
5977cce8cb17471ac056bf06,-23.5637817,-46.6534733,2017,7,25,36,1
5977cce8cb17471ac056bf09,-23.5641967,-46.653295,2017,7,25,36,1
5977cce8cb17471ac056bf0c,-23.5643833,-46.65301,2017,7,25,37,1
5977cce8cb17471ac056bf10,-23.5644317,-46.652655,2017,7,25,37,1
5977cce8cb17471ac056bf12,-23.5647483,-46.65252,2017,7,25,38,1
5977cce8cb17471ac056bf14,-23.5650183,-46.65239,2017,7,25,38,1
5977cce8cb17471ac056bf16,-23.56546,-46.65229,2017,7,25,39,1
5977cce8cb17471ac056bf18,-23.5658617,-46.6522567,2017,7,25,39,1
5977cce8cb17471ac056bf1b,-23.5658633,-46.6517267,2017,7,25,40,1
5977cce8cb17471ac056bf1d,-23.5655279,-46.6518932,2017,7,25,40,1
5977cce8cb17471ac056bf20,-23.5658837,-46.6509034,2017,7,25,41,1
5977cce8cb17471ac056bf23,-23.5662283,-46.6510417,2017,7,25,41,1
5977cce8cb17471ac056bf25,-23.5661283,-46.6508117,2017,7,25,42,1
5977cce8cb17471ac056bf27,-23.5664017,-46.65069,2017,7,25,42,1
5977cce8cb17471ac056bf29,-23.5667483,-46.650595,2017,7,25,43,1
5977cce8cb17471ac056bf2b,-23.56712,-46.65053,2017,7,25,43,1
5977cce8cb17471ac056bf2d,-23.5671267,-46.6500333,2017,7,25,44,1
5977cce8cb17471ac056bf2f,-23.5674283,-46.6498483,2017,7,25,44,1
5977cce8cb17471ac056bf31,-23.56761,-46.6496,2017,7,25,45,1
5977cce8cb17471ac056bf33,-23.5674617,-46.6496133,2017,7,25,45,1
5977cce8cb17471ac056bf36,-23.5666478,-46.6487258,2017,7,25,46,1
5977cce8cb17471ac056bf38,-23.5665202,-46.6485184,2017,7,25,47,1
5977cce8cb17471ac056bf3b,-23.5665513,-46.6485278,2017,7,25,47,1
5977cce8cb17471ac056bf3d,-23.5666984,-46.6484147,2017,7,25,48,1
5977cce8cb17471ac056bf3f,-23.566643,-46.648443,2017,7,25,48,1
5977cce8cb17471ac056bf42,-23.5667361,-46.648443,2017,7,25,49,1
5977cce8cb17471ac056bf44,-23.5666133,-46.6474867,2017,7,25,49,1
5977cce8cb17471ac056bf46,-23.5666867,-46.6476533,2017,7,25,50,1
5977cce8cb17471ac056bf48,-23.5666616,-46.648443,2017,7,25,50,1
5977cce8cb17471ac056bf4c,-23.5667361,-46.648443,2017,7,25,51,1
5977cce8cb17471ac056bf4e,-23.5667361,-46.648443,2017,7,25,51,1
597805d5cb17471ac057356a,-23.5691837,-46.6456434,2017,7,25,10,1
597805d5cb17471ac057356d,-23.5691837,-46.6456434,2017,7,25,11,1
597805d5cb17471ac057356f,-23.5691837,-46.6456434,2017,7,25,11,1
597805d5cb17471ac0573571,-23.5691837,-46.6456434,2017,7,25,12,1
597805d5cb17471ac0573573,-23.5691837,-46.6456434,2017,7,25,12,1
597805d5cb17471ac0573575,-23.5691837,-46.6456434,2017,7,25,13,1
597805d5cb17471ac0573577,-23.5691837,-46.6456434,2017,7,25,13,1
597805d5cb17471ac0573579,-23.5691837,-46.6456434,2017,7,25,14,1
597805d5cb17471ac057357b,-23.5691837,-46.6456434,2017,7,25,14,1
597805d5cb17471ac057357d,-23.5660683,-46.648595,2017,7,25,15,1
597805d5cb17471ac057357f,-23.5660683,-46.648595,2017,7,25,15,1
597805d5cb17471ac0573581,-23.566285,-46.6486617,2017,7,25,15,1
597805d5cb17471ac0573583,-23.566285,-46.6486617,2017,7,25,15,1
597805d5cb17471ac0573586,-23.5666783,-46.6485867,2017,7,25,16,1
597805d5cb17471ac0573588,-23.5666783,-46.6485867,2017,7,25,16,1
597805d5cb17471ac057358b,-23.5659983,-46.64861,2017,7,25,16,1
597805d5cb17471ac057358d,-23.5659983,-46.64861,2017,7,25,16,1
597805d5cb17471ac057358f,-23.56624,-46.6486467,2017,7,25,17,1
597805d5cb17471ac0573591,-23.56624,-46.6486467,2017,7,25,17,1
597805d5cb17471ac0573593,-23.5664383,-46.6484867,2017,7,25,17,1
597805d5cb17471ac0573595,-23.5664383,-46.6484867,2017,7,25,17,1
597805d5cb17471ac0573597,-23.566435,-46.6485233,2017,7,25,18,1
597805d5cb17471ac0573599,-23.566435,-46.6485233,2017,7,25,18,1
597805d5cb17471ac057359b,-23.566435,-46.6485233,2017,7,25,19,1
597805d5cb17471ac057359d,-23.5665183,-46.6485667,2017,7,25,19,1
597805d5cb17471ac05735a0,-23.5665183,-46.6485667,2017,7,25,20,1
597805d5cb17471ac05735a2,-23.5691837,-46.6456434,2017,7,25,20,1
597805d5cb17471ac05735a4,-23.5691837,-46.6456434,2017,7,25,21,1
597805d5cb17471ac05735a6,-23.5691837,-46.6456434,2017,7,25,21,1
597805d5cb17471ac05735a8,-23.5691837,-46.6456434,2017,7,25,22,1
